COUNTYNS,ST,COUNTY,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
ID_01419976,AK,Matanuska-Susitna,,,100%,100%,,100%,,,,,,,,,100%,0%,
ID_01419977,AK,Nome,,,,,,100%,,,,,,,,,,,
ID_01419978,AK,North Slope,,,100%,,100%,,,100%,,,0%,,100%,,0%,,
ID_01419979,AK,Northwest Arctic,100%,,,,,100%,,,,,,,0%,,,,
ID_01419981,AK,Sitka,,,,,,,,,100%,,,,,,,,
ID_01419984,AK,Valdez-Cordova,,,,,,,,,,,,,,,,100%,
ID_01419987,AK,Yukon-Koyukuk,,,,,,,,,,,,,,,,100%,
ID_01448015,UT,Beaver,,,,,,,,,,100%,,,,,,,
ID_01448017,UT,Cache,50%,0%,0%,100%,,,,100%,100%,,100%,50%,,100%,,0%,
ID_01448018,UT,Carbon,,,100%,0%,22%,0%,,,,,,50%,,25%,100%,50%,
ID_01448019,UT,Daggett,,,,,,,,,,,,,,,,100%,
ID_01448020,UT,Davis,0%,80%,60%,100%,50%,100%,60%,,100%,0%,67%,100%,100%,60%,50%,75%,67%
ID_01448021,UT,Duchesne,0%,100%,,,,50%,0%,,,100%,100%,,100%,,100%,100%,100%
ID_01448022,UT,Emery,67%,,,,,,,100%,,,100%,,,,,,
ID_01448024,UT,Grand,,,100%,100%,,0%,100%,,,,,,50%,,,,50%
ID_01448025,UT,Iron,100%,,67%,100%,0%,,50%,250%,,,100%,,100%,200%,,0%,
ID_01448026,UT,Kane,,,,,,100%,,,,0%,,,,,,,
ID_01448027,UT,Millard,,,,,,,100%,,,,50%,100%,100%,,100%,0%,
ID_01448031,UT,Salt Lake,50%,62%,81%,56%,73%,72%,88%,52%,104%,60%,64%,67%,58%,45%,64%,52%,77%
ID_01448032,UT,San Juan,0%,100%,,,,,,,,,,,,,0%,,
ID_01448033,UT,Sanpete,,,0%,,100%,,,,,,,,,,,,
ID_01448034,UT,Sevier,100%,0%,100%,,,100%,0%,,,,,,100%,,100%,100%,
ID_01448035,UT,Summit,,,,0%,,,,,,,,0%,,100%,,,100%
ID_01448036,UT,Tooele,100%,,75%,,,0%,,,0%,,50%,100%,,,100%,100%,
ID_01448037,UT,Uintah,0%,,200%,33%,,67%,,,,0%,100%,,100%,0%,,100%,100%
ID_01448038,UT,Utah,100%,67%,92%,67%,80%,120%,33%,80%,100%,100%,167%,60%,60%,0%,50%,40%,50%
ID_01448039,UT,Wasatch,,,,,,,,,,,,,,,0%,,
ID_01448040,UT,Washington,,,50%,50%,100%,0%,,50%,100%,100%,67%,100%,,0%,50%,,100%
ID_01448041,UT,Wayne,,,,,,,,,,0%,,,,,,,
ID_01448042,UT,Weber,86%,60%,100%,100%,33%,100%,133%,86%,57%,100%,125%,71%,117%,100%,0%,108%,125%
ID_01455966,UT,Box Elder,,100%,,0%,,67%,,,,,0%,,,0%,0%,,0%
ID_01461757,VT,Addison,0%,100%,100%,,,,0%,,,100%,100%,100%,100%,0%,100%,100%,100%
ID_01461758,VT,Bennington,100%,100%,,67%,100%,,0%,,100%,100%,100%,,,100%,,,100%
ID_01461759,VT,Caledonia,,,100%,100%,100%,0%,0%,100%,100%,,0%,,,0%,,,
ID_01461760,VT,Chittenden,100%,100%,50%,100%,100%,67%,100%,100%,67%,,33%,67%,43%,100%,100%,100%,
ID_01461762,VT,Franklin,,,,100%,,,,0%,,100%,100%,,,,,,50%
ID_01461763,VT,Grand Isle,100%,,,,,,,,,100%,,0%,,,100%,,
ID_01461764,VT,Lamoille,,,0%,,,,,100%,100%,,,,,,,0%,33%
ID_01461765,VT,Orange,100%,,,,,,200%,0%,,50%,100%,,,0%,,,
ID_01461766,VT,Orleans,,,100%,,,50%,,,100%,,100%,100%,,,,,
ID_01461767,VT,Rutland,,,,,,0%,100%,100%,100%,33%,,100%,100%,,,,0%
ID_01461768,VT,Washington,100%,25%,,,100%,,,0%,100%,,100%,,,100%,0%,,0%
ID_01461769,VT,Windham,,100%,,,100%,200%,100%,100%,200%,0%,,,0%,100%,100%,,
ID_01461770,VT,Windsor,,100%,100%,0%,0%,0%,,,,100%,,,100%,,,,
ID_01480091,VA,Accomack,100%,60%,75%,33%,50%,100%,0%,50%,67%,60%,0%,50%,100%,100%,100%,33%,0%
ID_01480095,VA,Amherst,100%,100%,0%,0%,,,,,0%,100%,,100%,100%,100%,100%,,100%
ID_01480097,VA,Arlington,100%,200%,0%,100%,40%,,100%,50%,100%,50%,80%,40%,100%,67%,71%,67%,50%
ID_01480098,VA,Augusta,125%,100%,50%,100%,100%,100%,100%,100%,100%,0%,0%,67%,0%,33%,50%,100%,100%
ID_01480107,VA,Caroline,0%,0%,,,100%,,100%,,100%,25%,100%,100%,100%,50%,,,100%
ID_01480108,VA,Carroll,,,100%,50%,,,100%,100%,0%,100%,100%,100%,100%,100%,100%,,100%
ID_01480109,VA,Charles City,,,,,,,,,100%,,,0%,,,,,
ID_01480111,VA,Chesterfield,100%,100%,88%,78%,90%,100%,80%,300%,100%,40%,67%,100%,67%,57%,78%,100%,45%
ID_01480118,VA,Essex,,0%,100%,0%,,100%,,,,,,0%,100%,,100%,75%,100%
ID_01480119,VA,Fairfax,50%,79%,91%,92%,56%,82%,52%,63%,42%,29%,31%,36%,75%,33%,38%,0%,50%
ID_01480120,VA,Fauquier,,100%,100%,150%,100%,0%,,100%,0%,100%,100%,100%,,33%,100%,60%,
ID_01480124,VA,Frederick,40%,0%,100%,0%,50%,100%,25%,100%,100%,,17%,,0%,50%,40%,100%,67%
ID_01480126,VA,Gloucester,100%,,,,0%,100%,,,100%,100%,,,100%,100%,50%,100%,100%
ID_01480129,VA,Greene,,,,,,100%,,,,,,100%,,100%,,,
ID_01480132,VA,Hanover,100%,133%,50%,100%,100%,100%,100%,,100%,,67%,100%,67%,50%,75%,,67%
ID_01480133,VA,Henrico,119%,83%,50%,36%,43%,58%,125%,85%,83%,33%,67%,50%,76%,73%,56%,50%,64%
ID_01480135,VA,James City,100%,300%,0%,100%,0%,100%,,,100%,50%,100%,50%,,100%,100%,100%,0%
ID_01480136,VA,King and Queen,0%,,,,,,,,,0%,,100%,,100%,,0%,
ID_01480137,VA,King George,100%,0%,100%,,,,,100%,,,,,50%,100%,0%,100%,100%
ID_01480138,VA,King William,100%,,,,,100%,,,,100%,,,,100%,0%,,
ID_01480139,VA,Lancaster,,,,,100%,0%,50%,,100%,,100%,100%,,,,100%,
ID_01480141,VA,Loudoun,60%,80%,83%,60%,33%,0%,100%,25%,25%,0%,50%,80%,100%,100%,0%,40%,
ID_01480145,VA,Mathews,100%,,,0%,,,,100%,,,,,0%,,100%,,100%
ID_01480147,VA,Middlesex,,,0%,0%,,100%,,,,,100%,,,,,,
ID_01480150,VA,New Kent,,,,,,,,100%,0%,,,,,,100%,100%,100%
ID_01480151,VA,Northampton,0%,0%,,0%,,,100%,,100%,67%,50%,100%,0%,,,,67%
ID_01480152,VA,Northumberland,,,0%,,100%,,,,,,,100%,100%,,,,100%
ID_01480157,VA,Pittsylvania,100%,25%,50%,100%,50%,100%,125%,100%,100%,100%,100%,33%,0%,100%,57%,25%,67%
ID_01480160,VA,Prince George,,0%,0%,,,,100%,100%,,,,100%,0%,100%,0%,0%,100%
ID_01480161,VA,Prince William,100%,50%,100%,67%,100%,133%,89%,100%,125%,56%,64%,70%,80%,100%,80%,75%,100%
ID_01480164,VA,Richmond,,70%,77%,73%,59%,94%,74%,69%,116%,71%,55%,56%,37%,27%,24%,52%,30%
ID_01480165,VA,Roanoke,40%,85%,100%,78%,73%,88%,75%,55%,85%,67%,75%,53%,56%,22%,31%,0%,40%
ID_01480166,VA,Rockbridge,0%,100%,,,,,100%,,,,,,,,,,100%
ID_01480171,VA,Southampton,0%,,,,,,100%,0%,0%,50%,100%,,,50%,,,
ID_01480172,VA,Spotsylvania,50%,50%,33%,67%,100%,33%,129%,25%,100%,40%,75%,100%,100%,100%,33%,,100%
ID_01480173,VA,Stafford,133%,50%,100%,75%,0%,100%,0%,25%,150%,75%,75%,100%,20%,67%,0%,67%,75%
ID_01480174,VA,Surry,,,,100%,100%,,100%,,100%,,,,100%,,100%,,100%
ID_01480179,VA,Westmoreland,100%,100%,,,100%,,,,100%,100%,67%,0%,33%,,100%,,0%
ID_01480182,VA,York,75%,100%,67%,100%,,100%,,100%,100%,100%,50%,100%,0%,,,0%,100%
ID_01488970,VA,Rockingham,0%,,50%,,,100%,,100%,100%,,100%,,0%,,0%,0%,100%
ID_01492239,VA,Lunenburg,100%,,,0%,,,,0%,0%,0%,,,,,0%,,100%
ID_01492359,VA,Prince Edward,100%,0%,,33%,0%,,,100%,0%,,,0%,100%,,100%,100%,100%
ID_01492442,VA,Charlotte,300%,33%,,100%,100%,0%,,100%,100%,,100%,0%,,,100%,100%,
ID_01493928,VA,Nottoway,100%,0%,,,100%,,100%,100%,,100%,0%,100%,,,100%,0%,50%
ID_01493961,VA,Brunswick,,,,,,100%,,200%,0%,0%,50%,100%,0%,50%,,,100%
ID_01494061,VA,Fluvanna,,100%,0%,100%,,,,,100%,,,,,,,100%,
ID_01494109,VA,Cumberland,,,,,,,,100%,,100%,,0%,,,,100%,100%
ID_01494354,VA,Floyd,,,100%,,,0%,,0%,50%,,,,,,,0%,100%
ID_01494434,VA,Franklin,0%,78%,50%,50%,100%,100%,67%,67%,200%,100%,100%,,25%,100%,50%,67%,80%
ID_01494551,VA,Giles,,,,,,100%,,,,,100%,0%,,,0%,0%,
ID_01494590,VA,Madison,,100%,,0%,0%,100%,100%,,100%,,,,,0%,,,
ID_01494613,VA,Bland,,0%,,,,,,0%,,,,,,,0%,,0%
ID_01494707,VA,Louisa,0%,,100%,,0%,200%,0%,100%,100%,100%,100%,100%,,100%,0%,,67%
ID_01494761,VA,Orange,0%,,100%,,100%,,0%,,0%,100%,0%,33%,,,,,100%
ID_01496538,VA,Lee,,,100%,100%,100%,50%,75%,,100%,100%,,0%,100%,100%,100%,100%,100%
ID_01496656,VA,Wise,100%,25%,50%,,75%,0%,0%,0%,100%,50%,50%,100%,100%,100%,0%,75%,50%
ID_01496705,VA,Halifax,50%,200%,0%,,,100%,50%,33%,100%,40%,100%,,33%,25%,82%,60%,75%
ID_01497238,VA,Appomattox,,100%,100%,,,100%,100%,,,100%,,0%,,,,,100%
ID_01497376,VA,Dickenson,,0%,0%,,100%,100%,200%,50%,100%,75%,,50%,,,100%,100%,
ID_01497431,VA,Buchanan,75%,0%,0%,100%,200%,33%,75%,17%,50%,,100%,0%,67%,100%,100%,,50%
ID_01497573,VA,Russell,0%,100%,83%,50%,100%,67%,0%,100%,100%,,0%,,100%,,,,
ID_01497748,VA,Tazewell,100%,100%,0%,100%,150%,100%,43%,50%,50%,50%,100%,0%,,100%,100%,50%,100%
ID_01497770,VA,Amelia,50%,100%,100%,,,,100%,,,,50%,0%,,0%,0%,,100%
ID_01497831,VA,Culpeper,50%,400%,33%,,200%,67%,,,,,100%,,,100%,,100%,
ID_01497999,VA,Patrick,100%,0%,33%,,,,,,,,,100%,100%,,,,
ID_01498172,VA,Scott,100%,100%,,,100%,0%,80%,,50%,0%,67%,100%,,0%,100%,,67%
ID_01498359,VA,Washington,100%,100%,83%,100%,150%,50%,100%,100%,50%,100%,,100%,83%,50%,100%,50%,100%
ID_01498415,VA,Alexandria,86%,25%,125%,40%,,200%,150%,60%,75%,71%,86%,75%,0%,67%,100%,67%,
ID_01498416,VA,Bristol,100%,,100%,,100%,100%,100%,,,,100%,100%,100%,,,67%,50%
ID_01498417,VA,Buena Vista,,,,100%,,,,,,,,100%,,,,,
ID_01498420,VA,Colonial Heights,,100%,0%,100%,,100%,,,,,,100%,75%,100%,,,
ID_01498421,VA,Danville,56%,71%,100%,80%,67%,71%,89%,125%,60%,60%,0%,38%,33%,0%,67%,0%,11%
ID_01498422,VA,Emporia,,100%,100%,0%,,100%,100%,,100%,0%,100%,,,,,100%,
ID_01498423,VA,Falls Church,,,,0%,0%,,,,,,,,100%,,,,
ID_01498424,VA,Franklin,0%,78%,50%,50%,100%,100%,67%,67%,200%,100%,100%,,25%,100%,50%,67%,80%
ID_01498425,VA,Fredericksburg,67%,80%,,100%,100%,100%,100%,100%,100%,67%,0%,,50%,,,0%,100%
ID_01498426,VA,Galax,0%,,,,,,,100%,,100%,100%,,,,,100%,100%
ID_01498428,VA,Hopewell,25%,33%,67%,100%,0%,50%,100%,100%,67%,0%,100%,,100%,100%,0%,0%,100%
ID_01498429,VA,Lynchburg,50%,200%,83%,100%,67%,75%,75%,100%,75%,100%,100%,67%,75%,83%,75%,67%,50%
ID_01498430,VA,Manassas,100%,,100%,200%,33%,100%,300%,50%,25%,100%,50%,,100%,75%,100%,,50%
ID_01498431,VA,Manassas Park,,,,0%,,,,,,100%,,,,100%,,,
ID_01498434,VA,Norton,,,,,,,,,,,,0%,50%,,,,100%
ID_01498435,VA,Petersburg,45%,113%,36%,100%,100%,83%,85%,67%,140%,71%,50%,70%,50%,50%,29%,80%,38%
ID_01498436,VA,Poquoson,,,,,,,,,,,,,,,,100%,
ID_01498438,VA,Radford,100%,,,,100%,100%,100%,100%,100%,,100%,,,,,,
ID_01498439,VA,Roanoke,40%,85%,100%,78%,73%,88%,75%,55%,85%,67%,75%,53%,56%,22%,31%,0%,40%
ID_01498443,VA,Waynesboro,0%,,100%,,,,150%,,100%,,,100%,50%,50%,,,0%
ID_01498554,VA,Hampton,40%,69%,80%,83%,75%,67%,129%,73%,100%,100%,73%,82%,64%,60%,78%,70%,78%
ID_01498555,VA,Newport News,53%,48%,48%,73%,62%,60%,70%,61%,44%,46%,63%,87%,72%,52%,30%,53%,60%
ID_01498556,VA,Portsmouth,67%,19%,67%,50%,55%,15%,77%,71%,50%,41%,61%,27%,50%,44%,82%,58%,38%
ID_01498557,VA,Norfolk,48%,46%,59%,69%,56%,66%,53%,57%,77%,49%,33%,60%,63%,68%,59%,53%,57%
ID_01498558,VA,Chesapeake,27%,9%,30%,113%,42%,42%,50%,42%,58%,42%,71%,50%,42%,40%,83%,,36%
ID_01498559,VA,Virginia Beach,86%,132%,82%,84%,81%,107%,79%,100%,71%,81%,74%,95%,67%,54%,100%,83%,82%
ID_01498560,VA,Suffolk,100%,67%,133%,57%,150%,80%,100%,117%,120%,100%,75%,56%,40%,50%,75%,20%,67%
ID_01498563,VA,Harrisonburg,100%,0%,100%,0%,100%,0%,100%,,100%,,100%,100%,100%,,,100%,33%
ID_01500440,VA,Page,0%,100%,67%,,0%,,0%,,0%,,0%,0%,0%,,,,
ID_01500545,VA,Smyth,67%,,100%,100%,50%,100%,,200%,38%,0%,0%,75%,0%,,75%,,0%
ID_01500747,VA,Mecklenburg,25%,100%,0%,100%,,,100%,67%,100%,0%,,67%,100%,100%,100%,50%,0%
ID_01500936,VA,Nelson,0%,,,,,100%,100%,100%,,100%,,100%,100%,,,50%,100%
ID_01501122,VA,Greensville,,,,100%,,100%,,,0%,,0%,0%,,,50%,,0%
ID_01501196,VA,Grayson,67%,,,0%,100%,,,,71%,,,33%,,100%,0%,100%,
ID_01501379,VA,Wythe,0%,,,,,,,200%,50%,,100%,100%,,0%,,100%,
ID_01501465,VA,Pulaski,100%,50%,75%,0%,100%,,0%,100%,100%,,33%,,,,100%,67%,100%
ID_01501502,VA,Buckingham,,,100%,100%,,,,,,100%,,100%,,,,,
ID_01502770,VA,Henry,33%,100%,100%,125%,100%,43%,88%,60%,86%,67%,88%,100%,63%,100%,71%,100%,75%
ID_01513272,WA,Island,100%,100%,0%,,100%,100%,,,,,,200%,0%,,,,100%
ID_01513273,WA,Columbia,,,,,100%,,,,,,,,,,100%,,
ID_01513274,WA,Pacific,100%,,,,,100%,,100%,,,100%,100%,,300%,100%,0%,100%
ID_01513275,WA,Wahkiakum,,,,,,,,,,,,,,,100%,,
ID_01513302,WA,Benton,100%,200%,25%,100%,100%,67%,50%,,100%,100%,133%,71%,40%,50%,75%,50%,100%
ID_01514052,WA,Lincoln,,,,,,,,,,,,,,,100%,100%,
ID_01529156,WA,Cowlitz,0%,100%,100%,50%,75%,75%,50%,100%,50%,133%,86%,67%,60%,75%,100%,100%,100%
ID_01529157,WA,Pend Oreille,,,,300%,33%,,,,,100%,100%,,,100%,,100%,
ID_01529159,WA,Pierce,62%,100%,77%,96%,59%,64%,62%,72%,79%,60%,97%,86%,77%,88%,52%,115%,76%
ID_01529219,WA,Klickitat,0%,,,100%,,,,100%,,100%,,100%,,,,100%,300%
ID_01529220,WA,Skamania,,,,,,,,100%,,,,100%,100%,,100%,,
ID_01529221,WA,Mason,100%,67%,100%,100%,83%,,100%,,,,200%,117%,0%,50%,100%,150%,100%
ID_01529222,WA,Snohomish,77%,80%,109%,78%,58%,90%,100%,62%,83%,67%,57%,64%,61%,83%,90%,50%,89%
ID_01529223,WA,Kitsap,100%,86%,13%,100%,60%,33%,200%,50%,80%,100%,100%,86%,100%,117%,100%,100%,63%
ID_01529224,WA,Whatcom,75%,110%,40%,86%,38%,25%,67%,22%,50%,50%,13%,80%,100%,100%,75%,200%,60%
ID_01529225,WA,Spokane,73%,88%,114%,76%,56%,71%,75%,80%,95%,93%,88%,119%,80%,69%,90%,50%,150%
ID_01529226,WA,Thurston,67%,67%,67%,100%,60%,75%,50%,100%,75%,83%,100%,50%,63%,100%,100%,67%,100%
ID_01531341,WA,Clallam,25%,,100%,200%,40%,100%,100%,100%,67%,100%,100%,100%,67%,,,100%,100%
ID_01531402,WA,Skagit,117%,100%,67%,100%,100%,100%,,133%,111%,50%,150%,100%,50%,100%,75%,100%,75%
ID_01531601,WA,Adams,100%,,100%,67%,,,100%,0%,,50%,100%,100%,,,,,
ID_01531818,WA,Douglas,0%,100%,,,100%,0%,,,100%,100%,0%,,100%,,100%,,100%
ID_01531819,WA,Walla Walla,100%,50%,50%,,100%,67%,0%,,100%,,100%,,,,,0%,200%
ID_01531820,WA,Clark,67%,29%,75%,67%,71%,69%,100%,50%,100%,33%,80%,92%,83%,50%,133%,80%,40%
ID_01531821,WA,Ferry,,,,,,,,,100%,100%,,,100%,,,,50%
ID_01531822,WA,Franklin,0%,120%,80%,0%,100%,100%,67%,100%,100%,100%,67%,,33%,100%,50%,60%,100%
ID_01531823,WA,Grays Harbor,67%,100%,200%,100%,50%,100%,100%,100%,100%,50%,100%,100%,,100%,100%,100%,60%
ID_01531924,WA,Grant,0%,100%,67%,100%,80%,67%,200%,64%,71%,100%,100%,133%,100%,67%,50%,,100%
ID_01531926,WA,Kittitas,,,100%,0%,,50%,,,,,,,,,100%,,0%
ID_01531927,WA,Lewis,100%,0%,200%,50%,100%,100%,100%,100%,100%,100%,,33%,100%,,33%,200%,83%
ID_01531928,WA,Okanogan,,100%,100%,40%,,0%,0%,67%,,,100%,100%,100%,,,,100%
ID_01531929,WA,Yakima,67%,57%,71%,50%,68%,44%,50%,81%,47%,73%,90%,73%,110%,90%,80%,100%,71%
ID_01531930,WA,Stevens,0%,0%,0%,100%,,50%,,100%,100%,100%,100%,0%,100%,100%,150%,100%,100%
ID_01531931,WA,San Juan,100%,,,,,100%,,,100%,,,,,,100%,,
ID_01531932,WA,Chelan,,,,0%,100%,80%,200%,100%,100%,0%,100%,100%,50%,75%,100%,33%,100%
ID_01531933,WA,King,47%,49%,54%,55%,53%,50%,68%,91%,34%,56%,49%,46%,50%,69%,48%,57%,63%
ID_01531936,WA,Jefferson,100%,100%,,,,,0%,100%,,,,,,100%,50%,,200%
ID_01533501,WA,Whitman,,100%,,,100%,,100%,,,,100%,33%,,,,,100%
ID_01533502,WA,Asotin,100%,100%,100%,,,,0%,,100%,,,100%,100%,100%,,,100%
ID_01550008,WV,Berkeley,75%,75%,33%,100%,50%,67%,100%,100%,67%,17%,33%,75%,33%,50%,50%,100%,18%
ID_01550009,WV,Boone,100%,,100%,,,100%,,,,,0%,0%,,,,,
ID_01550010,WV,Braxton,,,0%,,,,,100%,0%,,,100%,,,,,
ID_01550012,WV,Cabell,67%,,,0%,100%,100%,100%,50%,88%,67%,0%,55%,40%,20%,50%,67%,50%
ID_01550014,WV,Clay,100%,0%,,0%,100%,100%,,,,,,50%,100%,0%,0%,,
ID_01550025,WV,Jefferson,100%,100%,,,,,,,0%,,50%,,100%,100%,,,100%
ID_01550026,WV,Kanawha,44%,53%,78%,38%,55%,69%,25%,53%,64%,71%,67%,75%,33%,17%,50%,75%,33%
ID_01550027,WV,Lewis,,,,,,100%,100%,100%,100%,0%,100%,,0%,0%,,,
ID_01550028,WV,Lincoln,,100%,,,100%,,100%,100%,50%,0%,,,,,100%,,100%
ID_01550029,WV,Logan,0%,100%,100%,67%,0%,100%,150%,50%,100%,,67%,100%,,100%,100%,,
ID_01550036,WV,Mingo,100%,,0%,150%,67%,100%,,100%,,,,,100%,0%,100%,,
ID_01550037,WV,Monongalia,100%,100%,60%,100%,67%,86%,100%,100%,,100%,100%,50%,,100%,100%,,100%
ID_01550040,WV,Nicholas,50%,,0%,0%,100%,,,67%,100%,,,,,100%,80%,,100%
ID_01550042,WV,Pendleton,,,,100%,,100%,,,,,,,0%,,,,100%
ID_01550044,WV,Pocahontas,,100%,,,,,100%,,,100%,,100%,100%,,,,
ID_01550046,WV,Putnam,,0%,67%,,0%,50%,100%,50%,,,67%,100%,100%,,100%,80%,67%
ID_01550047,WV,Raleigh,63%,50%,50%,83%,75%,67%,75%,125%,50%,100%,100%,100%,50%,,75%,0%,67%
ID_01550048,WV,Randolph,33%,,,,100%,0%,100%,,,100%,,100%,,0%,,,
ID_01550050,WV,Roane,,,0%,100%,,100%,,100%,0%,,,100%,100%,100%,0%,,
ID_01550056,WV,Wayne,100%,0%,100%,75%,100%,33%,100%,50%,0%,0%,,100%,0%,,67%,100%,
ID_01550057,WV,Webster,,,100%,,100%,,0%,100%,,,,,0%,,,,
ID_01550061,WV,Wyoming,,,,,0%,,,100%,0%,,,,100%,,,100%,67%
ID_01557518,WV,Greenbrier,,0%,,,100%,,,,,,0%,,,50%,100%,100%,
ID_01557645,WV,Mercer,29%,33%,60%,100%,80%,25%,57%,67%,100%,50%,56%,60%,75%,100%,63%,33%,100%
ID_01557702,WV,Monroe,,100%,,100%,,100%,,,,33%,0%,,100%,,,,
ID_01557805,WV,Summers,,,,,100%,0%,,,,,100%,,,,67%,,50%
ID_01557950,WV,Morgan,,0%,50%,0%,100%,33%,,,,,,,,,,100%,
ID_01558262,WV,Brooke,,,50%,,,,100%,,,0%,,,,100%,100%,,
ID_01558642,WV,Preston,,100%,100%,,100%,,,,,0%,100%,,,,,0%,
ID_01559963,WV,Jackson,100%,,,0%,,,50%,,,100%,,100%,0%,50%,33%,,
ID_01560095,WV,Fayette,25%,0%,60%,100%,80%,0%,0%,50%,0%,75%,,100%,0%,50%,,40%,0%
ID_01560254,WV,Mason,,,,0%,33%,33%,,,100%,,,,,0%,100%,100%,
ID_01560558,WV,Wood,50%,40%,75%,,100%,0%,100%,50%,25%,75%,0%,33%,,100%,0%,100%,50%
ID_01560574,WV,Hancock,,67%,,100%,,,100%,,,,0%,,,,,,0%
ID_01581060,WI,Adams,,100%,,100%,,,0%,,,,,,,,,,100%
ID_01581061,WI,Ashland,100%,0%,100%,100%,,100%,,,,,,0%,,,,,
ID_01581062,WI,Barron,,,0%,,100%,,100%,100%,,,0%,,,,100%,,
ID_01581063,WI,Bayfield,100%,,,100%,,,,,,100%,,,,0%,,,100%
ID_01581064,WI,Brown,70%,120%,50%,100%,88%,100%,100%,150%,150%,67%,100%,80%,75%,100%,100%,33%,50%
ID_01581065,WI,Buffalo,,,,,,,,,,,,,,,,100%,
ID_01581066,WI,Burnett,0%,,,,,0%,,,0%,,,100%,50%,,,,
ID_01581067,WI,Calumet,,,,,,100%,,,100%,,,,,,,,
ID_01581068,WI,Chippewa,100%,,,,,,67%,,,100%,,,,,,100%,0%
ID_01581069,WI,Clark,,,,50%,,,,100%,,,,200%,0%,50%,0%,,
ID_01581070,WI,Columbia,75%,0%,200%,33%,,0%,,100%,,100%,,,,0%,,,
ID_01581071,WI,Crawford,100%,,100%,,,,,,,,100%,,,,,,
ID_01581072,WI,Dane,56%,107%,100%,63%,89%,63%,50%,83%,77%,64%,100%,33%,67%,79%,25%,100%,100%
ID_01581073,WI,Dodge,100%,,0%,,100%,,,50%,100%,67%,100%,,,,,100%,100%
ID_01581074,WI,Door,,,,,100%,,,,,,,,,,,100%,
ID_01581075,WI,Douglas,,,100%,100%,0%,,0%,,,,100%,200%,,50%,100%,,
ID_01581076,WI,Dunn,50%,,,,,,,100%,,,,,,,,,
ID_01581077,WI,Eau Claire,100%,,100%,100%,150%,,50%,0%,50%,,,0%,100%,,0%,100%,100%
ID_01581078,WI,Florence,,,,,,,,,100%,,,,0%,,,,
ID_01581079,WI,Fond du Lac,100%,0%,50%,100%,,100%,100%,100%,100%,,100%,,0%,,,100%,100%
ID_01581080,WI,Forest,,,100%,,,0%,,,,100%,,,200%,,,100%,100%
ID_01581081,WI,Grant,100%,100%,100%,,,,,100%,100%,,,100%,100%,100%,,100%,
ID_01581082,WI,Green,,100%,,,,,,,0%,50%,100%,100%,,,,,
ID_01581083,WI,Green Lake,,,100%,100%,,,,,,,,,,100%,100%,,
ID_01581084,WI,Iowa,,,100%,,,,100%,,100%,100%,0%,,100%,,,,
ID_01581085,WI,Iron,0%,,,,,,,,,,,50%,,,0%,,
ID_01581086,WI,Jackson,200%,50%,,0%,,,,,100%,,,,0%,0%,0%,,100%
ID_01581087,WI,Jefferson,,100%,100%,100%,100%,100%,,50%,100%,,,,100%,100%,100%,100%,
ID_01581088,WI,Juneau,,0%,,100%,,,,,,100%,,100%,,0%,,,100%
ID_01581089,WI,Kenosha,67%,83%,100%,80%,100%,,100%,120%,75%,67%,75%,25%,100%,0%,0%,75%,
ID_01581090,WI,Kewaunee,,,,,100%,,,,,,,,,100%,0%,,
ID_01581091,WI,La Crosse,100%,100%,,100%,100%,,100%,100%,100%,100%,,100%,0%,75%,,50%,
ID_01581092,WI,Lafayette,,,,100%,,,,,,,,100%,,,,,
ID_01581093,WI,Langlade,,,,,,,,,,,,,,100%,0%,,100%
ID_01581094,WI,Lincoln,100%,100%,,100%,,,100%,,100%,100%,,,,0%,,,
ID_01581095,WI,Manitowoc,100%,,100%,0%,,,100%,100%,,0%,200%,100%,100%,50%,,100%,
ID_01581096,WI,Marathon,200%,100%,100%,50%,100%,,,100%,67%,133%,75%,,200%,100%,,100%,
ID_01581097,WI,Marinette,,100%,,100%,100%,,,,25%,100%,,100%,,,100%,,
ID_01581098,WI,Marquette,,,,,,,,100%,,,,0%,,,,,
ID_01581099,WI,Menominee,,,,,,,,,0%,0%,,0%,,,,,100%
ID_01581100,WI,Milwaukee,66%,56%,69%,63%,68%,70%,71%,76%,92%,76%,58%,64%,81%,80%,49%,85%,81%
ID_01581101,WI,Monroe,100%,100%,200%,,,,0%,0%,,100%,,100%,,,,100%,
ID_01581102,WI,Oconto,,,,,,,,0%,,100%,,0%,0%,,100%,,
ID_01581103,WI,Oneida,,100%,,,,,,,,,,,100%,,,,100%
ID_01581104,WI,Outagamie,75%,,,100%,100%,100%,,100%,0%,0%,50%,100%,100%,100%,100%,100%,100%
ID_01581105,WI,Ozaukee,0%,,,,,100%,,,100%,,100%,,,,,100%,
ID_01581106,WI,Pepin,,,,,,,,,,,,,,,,100%,
ID_01581107,WI,Pierce,,50%,,,100%,100%,,,,,,,,,,,
ID_01581108,WI,Polk,,100%,,,100%,,,0%,100%,,100%,,100%,,0%,,
ID_01581109,WI,Portage,100%,100%,100%,100%,,100%,,100%,,,250%,50%,,0%,,,
ID_01581110,WI,Price,,,,100%,,,,,100%,,,,,,,100%,
